"Mechanical (HVAC, energy, pools)",=(((0.07498+0.007824*($B$82/1000000)^(-0.7495))*($B$104)*$B$99*0.95)+((0.07498+0.007824*($B$82/1000000)^(-0.7495))*($B$104)*$B$100*1.05))/$B$98,=D119/($B$7+$B$8),=B119*B82,0,=E119/$G$138,=H119*B105,=D119,
Electrical (power / lighting),=(((0.07498+0.007824*($B$86/1000000)^(-0.7495))*($B$104)*$B$99*0.95)+((0.07498+0.007824*($B$86/1000000)^(-0.7495))*($B$104)*$B$100*1.05))/$B$98,=D120/($B$7+$B$8),=B120*B86,0,=E120/$G$138,=H120*B105,=D120,
Plumbing engineer,=(((0.07498+0.007824*($B$90/1000000)^(-0.7495))*($B$104)*$B$99*0.95)+((0.07498+0.007824*($B$90/1000000)^(-0.7495))*($B$104)*$B$100*1.05))/$B$98,=D121/($B$7+$B$8),=B121*B90,=D121,=E121/$G$138,0,0,
Telecomunication,=(((0.07498+0.007824*($B$94/1000000)^(-0.7495))*($B$104)*$B$99*0.95)+((0.07498+0.007824*($B$94/1000000)^(-0.7495))*($B$104)*$B$100*1.05))/$B$98,=D122/($B$7+$B$8),=B122*B94,0,=E122/$G$138,=H122*B105,=D122,
Total,,,,=SUM(E112:E122),=SUM(F112:F122),=SUM(G112:G122),=SUM(H112:H122),
,,,,,,,,
,,,,,,,,
I. Buttom Up Fee Analysis,,,,,,,,
Team Member,Designer 1,Designer 2,Architect,Engineer ,Principal,Ave Rates,,
Rate ,26,26,26,26,26,,,
Total Labor Cost,74318.15,74318.15,74318.15,74318.15,74318.15,371590.75,,
Total Expenses,80707.136731682,80707.136731682,93356.7540126978,93356.7540126978,175579.266339301,=SUM(B130:F130),,
Total Expenses,=B129+B130,=C129+C130,=D129+D130,=E129+E130,=F129+F130,=G129+G130,,
II. Cost & Pricing-Per Hour,,,,,,,,
Team Member,Designer 1,Designer 2,Architect,Engineer ,Principal,Ave Rates,,
Rate- Labor Cost per hour,35.7298798076923,35.7298798076923,35.7298798076923,35.7298798076923,35.7298798076923,35.7298798076923,,
Rate -Overhead per hour,39.4070610304308,39.4070610304308,42.4499541103492,42.4499541103492,66.7930987496964,=AVERAGE(B135:F135),,
Rate -Total Cost,=B134+B135,=C134+C135,=D134+D135,=E134+E135,=F134+F135,=AVERAGE(B136:F136),,
Margin,=(B138-B136)/B138,=(C138-C136)/C138,=(D138-D136)/D138,=(E138-E136)/E138,=(F138-F136)/F138,=(G138-G136)/G138,,
Rate -Pricing per hour,"=ROUND(B136*(1+$B$106),0)","=ROUND(C136*(1+$B$106),0)","=ROUND(D136*(1+$B$106),0)","=ROUND(E136*(1+$B$106),0)","=ROUND(F136*(1+$B$106),0)","=ROUND(G136*(1+$B$106),0)",,
III. Project Hours & Leverage,,,,,,,,
,,,,,,,,
New CostructionHours Factor,=(0.21767+11.21274*((B7+B8) ^ -0.53816)- 0.08)*$B$104*0.9,//Hide Do not show,,,,,,
Existing to Remodel  Hours Factor,=(0.21767+11.21274*((B8+B7) ^ -0.53816)- 0.08)*$B$104*0.8,//Hide Do not show,,,,,,
New Costruction Total Hours All-In,=$B$141*($B$7),//Hide Do not show,,,,,,
Existing to Remodel Total Hours All-In,=$B$142*($B$8)*1.15,//Hide Do not show,,,,,,
Scope,Scope Share Percentage,Hours,Hours by Louis Amy ,Hours Out of Scope,,,,
Scan to Bim - Building,=D112/(SUM($D$112:$D$122)),=B146*($B$143+B144),=C146,,,,,
Scan to Bim - Site,=D113/(SUM($D$112:$D$122)),=B147*($B$143+$B$144),=C147,,,,,
Architecture (Design + Consultant Admin.),=D114/(SUM($D$112:$D$122)),=B148*($B$143+$B$144),=C148,,,,,
Interior design,=D115/(SUM($D$112:$D$122)),=B149*($B$143+$B$144),=C149,,,,,
Landscape architecture,=D116/(SUM($D$112:$D$122)),=B150*($B$143+$B$144),=C150,,,,,
Structural engineer,=D117/(SUM($D$112:$D$122)),=B151*($B$143+$B$144),=C151,,,,,
Civil / site engineer,=D118/(SUM($D$112:$D$122)),=B152*($B$143+$B$144),=C152,,,,,
"Mechanical (HVAC, energy, pools)",=D119/(SUM($D$112:$D$122)),=B153*($B$143+$B$144),,=C153,,,,
Electrical (power / lighting),=D120/(SUM($D$112:$D$122)),=B154*($B$143+$B$144),,=C154,,,,
Plumbing engineer,=D121/(SUM($D$112:$D$122)),=B155*($B$143+$B$144),=C155,,,,,
Telecomunication,=D122/(SUM($D$112:$D$122)),=B156*($B$143+$B$144),,=C156,,,,
Total,=SUM(B146:B156),=B157*($B$143+$B$144),=SUM(D146:D156),=SUM(E146:E156),,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Project Hours by Phases,,,,,,,,
Discovery,0.08,=B162*$D$157,,,,,,
Creative - Conceptual,0.08,=B163*$D$157,,,,,,
Creative - Shematic,0.34,=B164*$D$157,,,,,,
Creative - Preliminary,0.08,=B165*$D$157,,,,,,
Technical - Shematic,0.34,=B166*$D$157,,,,,,
Technical - Preliminary,0.08,=B167*$D$157,,,,,,
Total ,=SUM(B162:B167),=SUM(C162:C167),,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Leverage % Per Employees,Designer 1 Leverage,Designer 2 Leverage,Architect Leverage,Engineer Leverage,Principal Leverage,Verification,,
Discovery,0.37,0.37,0.1,0.02,0.14,=SUM(B173:F173),,
Creative - Conceptual,0,0,0.95,0,0.05,=SUM(B174:F174),,
Creative - Shematic,0.32,0.32,0.32,0.02,0.02,=SUM(B175:F175),,
Creative - Preliminary,0.32,0.32,0.32,0.02,0.02,=SUM(B176:F176),,
Technical - Shematic,0.26,0.26,0.1,0.32,0.06,=SUM(B177:F177),,
Technical - Preliminary,0.26,0.26,0.1,0.32,0.06,=SUM(B178:F178),,
Percentage Sum Product,"=SUMPRODUCT(B173:B178, $B$162:$B$167)","=SUMPRODUCT(C173:C178, $B$162:$B$167)","=SUMPRODUCT(D173:D178, $B$162:$B$167)","=SUMPRODUCT(E173:E178, $B$162:$B$167)","=SUMPRODUCT(F173:F178, $B$162:$B$167)",=SUM(B179:F179),,
Total Hours Per Employees,Designer 1 Hours,Designer 2 Hours,Architect Hours,Engineer Hours,Principal Hours,Total ,,
Discovery,"=ROUND(($C162*B173),0)","=ROUND(($C162*C173),0)","=ROUND(($C162*D173),0)","=ROUND(($C162*E173),0)","=ROUND(($C162*F173),0)",=SUM(B181:F181),,
Creative - Conceptual,"=ROUND(($C163*B174),0)","=ROUND(($C163*C174),0)","=ROUND(($C163*D174),0)","=ROUND(($C163*E174),0)","=ROUND(($C163*F174),0)",=SUM(B182:F182),,
Creative - Shematic,"=ROUND(($C164*B175),0)","=ROUND(($C164*C175),0)","=ROUND(($C164*D175),0)","=ROUND(($C164*E175),0)","=ROUND(($C164*F175),0)",=SUM(B183:F183),,
Creative - Preliminary,"=ROUND(($C165*B176),0)","=ROUND(($C165*C176),0)","=ROUND(($C165*D176),0)","=ROUND(($C165*E176),0)","=ROUND(($C165*F176),0)",=SUM(B184:F184),,
Technical - Shematic,"=ROUND(($C166*B177),0)","=ROUND(($C166*C177),0)","=ROUND(($C166*D177),0)","=ROUND(($C166*E177),0)","=ROUND(($C166*F177),0)",=SUM(B185:F185),,
Technical - Preliminary,"=ROUND(($C167*B178),0)","=ROUND(($C167*C178),0)","=ROUND(($C167*D178),0)","=ROUND(($C167*E178),0)","=ROUND(($C167*F178),0)",=SUM(B186:F186),,
Total,=SUM(B181:B186),=SUM(C181:C186),=SUM(D181:D186),=SUM(E181:E186),=SUM(F181:F186),=SUM(G181:G186),,
Project Fees,Designer 1 Hours,Designer 2 Hours,Architect Hours,Engineer Hours,Principal Hours,Total ,,
Discovery,=(B181*$B$138)*(1+$E$209),=(C181*$C$138)*(1+$E$209),=(D181*$D$138)*(1+$E$209),=(E181*$E$138)*(1+$E$209),=(F181*$F$138)*(1+$E$209),=SUM(B189:F189),,
Creative - Conceptual,=(B182*$B$138)*(1+$E$209),=(C182*$C$138)*(1+$E$209),=(D182*$D$138)*(1+$E$209),=(E182*$E$138)*(1+$E$209),=(F182*$F$138)*(1+$E$209),=SUM(B190:F190),,
Creative - Shematic,=(B183*$B$138)*(1+$E$209),=(C183*$C$138)*(1+$E$209),=(D183*$D$138)*(1+$E$209),=(E183*$E$138)*(1+$E$209),=(F183*$F$138)*(1+$E$209),=SUM(B191:F191),,
Creative - Preliminary,=(B184*$B$138)*(1+$E$209),=(C184*$C$138)*(1+$E$209),=(D184*$D$138)*(1+$E$209),=(E184*$E$138)*(1+$E$209),=(F184*$F$138)*(1+$E$209),=SUM(B192:F192),,
Technical - Shematic,=(B185*$B$138)*(1+$E$209),=(C185*$C$138)*(1+$E$209),=(D185*$D$138)*(1+$E$209),=(E185*$E$138)*(1+$E$209),=(F185*$F$138)*(1+$E$209),=SUM(B193:F193),,
Technical - Preliminary,=(B186*$B$138)*(1+$E$209),=(C186*$C$138)*(1+$E$209),=(D186*$D$138)*(1+$E$209),=(E186*$E$138)*(1+$E$209),=(F186*$F$138)*(1+$E$209),=SUM(B194:F194),,
Total,=SUM(B189:B194),=SUM(C189:C194),=SUM(D189:D194),=SUM(E189:E194),=SUM(F189:F194),=SUM(G189:G194),,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Sanity Check,Market % of Construction,Market Rate Per (ft²),Market Total Hours,Market Fee,Percent Diference,Diference,,
Top Down Summary,=E200/$B$32,=E200/(B7+B8),=F123,=E123,=(E200-E201)/E200,=E200*(F200),,
Bottom Up Summary ,=E201/$B$32,=E201/($B$8+$B$9),=G187,=B187*B138+C187*C138+D187*D138+E187*E138+F187*F138,=(E201-E200)/E201,=E201*(F201),,
,,,,,,,,
,,,,,,,,
Market Price ,,,,=MAX(E200:E201),,,,
Maximum Discount,,,,=-E204+E206,,,,
Discounted Final Price,=E206/$B$32,,=E204/G138,=AVERAGE(E200:E201),,,,
Applied Discount %,,,,=(1-E206/E204),,,,
Discount Manual Overwrite,,,,0.15,,,,
Discount Selection,,,,=-MAX(E207:E208),,,,
Market Price ,,,,=E204,,,,
Applied Discount %,,,,=E212-E204,,,,
Contract Price,=E212/$B$32,=E212/($B$8+$B$9),=E212/G138,=G195,,,,
,,,,,,,,
Hours Rebalance by Phases,,,,,,,,
Discovery,0.08,=$D$212*B215,,,,,,
Creative - Conceptual,0.08,=$D$212*B216,,,,,,
Creative - Shematic,0.34,=$D$212*B217,,,,,,
Creative - Preliminary,0.08,=$D$212*B218,,,,,,
Technical - Shematic,0.34,=$D$212*B219,,,,,,
Technical - Preliminary,0.08,=$D$212*B220,,,,,,
Total ,=SUM(B215:B220),=SUM(C215:C220),,,,,,
,,,,,,,,
Rebalanced Hours Per Employees,Designer 1 Hours,Designer 2 Hours,Architect Hours,Engineer Hours,Principal Hours,Total ,,
Discovery,"=ROUND(($C215*B173),0)","=ROUND(($C215*C173),0)","=ROUND(($C215*D173),0)","=ROUND(($C215*E173),0)","=ROUND(($C215*F173),0)",=SUM(B224:F224),,
Creative - Conceptual,"=ROUND(($C216*B174),0)","=ROUND(($C216*C174),0)","=ROUND(($C216*D174),0)","=ROUND(($C216*E174),0)","=ROUND(($C216*F174),0)",=SUM(B225:F225),,
Creative - Shematic,"=ROUND(($C217*B175),0)","=ROUND(($C217*C175),0)","=ROUND(($C217*D175),0)","=ROUND(($C217*E175),0)","=ROUND(($C217*F175),0)",=SUM(B226:F226),,
Creative - Preliminary,"=ROUND(($C218*B176),0)","=ROUND(($C218*C176),0)","=ROUND(($C218*D176),0)","=ROUND(($C218*E176),0)","=ROUND(($C218*F176),0)",=SUM(B227:F227),,
Technical - Shematic,"=ROUND(($C219*B177),0)","=ROUND(($C219*C177),0)","=ROUND(($C219*D177),0)","=ROUND(($C219*E177),0)","=ROUND(($C219*F177),0)",=SUM(B228:F228),,
Technical - Preliminary,"=ROUND(($C220*B178),0)","=ROUND(($C220*C178),0)","=ROUND(($C220*D178),0)","=ROUND(($C220*E178),0)","=ROUND(($C220*F178),0)",=SUM(B229:F229),,
Total,=SUM(B224:B229),=SUM(C224:C229),=SUM(D224:D229),=SUM(E224:E229),=SUM(F224:F229),=SUM(G224:G229),,
